;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
13302	3	+3 파워레드헌터숏보우	+3 레드헌터숏보우	11	1	117	123	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	423	4230	8450	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13303	4	+4 파워레드헌터숏보우	+4 레드헌터숏보우	11	1	125	132	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	635	6350	12680	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13304	5	+5 파워레드헌터숏보우	+5 레드헌터숏보우	11	1	136	142	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	953	9530	19020	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13305	6	+6 파워레드헌터숏보우	+6 레드헌터숏보우	11	1	170	179	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	1430	14300	28530	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13306	7	+7 파워레드헌터숏보우	+7 레드헌터숏보우	11	1	189	198	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	2145	21450	42800	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13307	8	+8 파워레드헌터숏보우	+8 레드헌터숏보우	11	1	226	236	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	3218	32180	64200	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13308	9	+9 파워레드헌터숏보우	+9 레드헌터숏보우	11	1	267	280	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	4827	48270	96300	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13309	10	+10 파워레드헌터숏보우	+10 레드헌터숏보우	11	1	315	330	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	7241	72410	144450	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13310	11	+11 파워레드헌터숏보우	+11 레드헌터숏보우	11	1	365	383	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	10862	108620	216680	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13311	12	+12 파워레드헌터숏보우	+12 레드헌터숏보우	11	1	423	443	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	16293	162930	325020	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13312	13	+13 파워레드헌터숏보우	+13 레드헌터숏보우	11	1	490	513	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	24440	244400	487530	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13313	14	+14 파워레드헌터숏보우	+14 레드헌터숏보우	11	1	558	583	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	36660	366600	731300	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13314	15	+15 파워레드헌터숏보우	+15 레드헌터숏보우	11	1	634	663	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	54990	549900	1096950	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13315	16	+16 파워레드헌터숏보우	+16 레드헌터숏보우	11	1	719	751	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	82485	824850	1645430	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13316	17	+17 파워레드헌터숏보우	+17 레드헌터숏보우	11	1	815	852	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	123728	1237280	2468150	0	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13317	18	+18 파워레드헌터숏보우	+18 레드헌터숏보우	11	1	923	965	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	185592	1855920	3702230	0	0	0	0	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13318	19	+19 파워레드헌터숏보우	+19 레드헌터숏보우	11	1	1046	1094	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	278388	2783880	5553350	0	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13319	20	+20 파워레드헌터숏보우	+20 레드헌터숏보우	11	1	1185	1239	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	417582	4175820	8330030	0	0	0	0	0	0	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13320	0	파워화이트헌터숏보우	화이트헌터숏보우	11	1	113	118	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	188	1875	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13321	1	+1 파워화이트헌터숏보우	+1 화이트헌터숏보우	11	1	117	122	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	282	2820	5630	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13322	2	+2 파워화이트헌터숏보우	+2 화이트헌터숏보우	11	1	120	125	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	423	4230	8450	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13323	3	+3 파워화이트헌터숏보우	+3 화이트헌터숏보우	11	1	155	161	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	635	6350	12680	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13324	4	+4 파워화이트헌터숏보우	+4 화이트헌터숏보우	11	1	165	172	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	953	9530	19020	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13325	5	+5 파워화이트헌터숏보우	+5 화이트헌터숏보우	11	1	178	185	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	1430	14300	28530	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13326	6	+6 파워화이트헌터숏보우	+6 화이트헌터숏보우	11	1	221	229	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	2145	21450	42800	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13327	7	+7 파워화이트헌터숏보우	+7 화이트헌터숏보우	11	1	249	258	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	3218	32180	64200	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13328	8	+8 파워화이트헌터숏보우	+8 화이트헌터숏보우	11	1	294	305	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	4827	48270	96300	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13329	9	+9 파워화이트헌터숏보우	+9 화이트헌터숏보우	11	1	348	361	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	7241	72410	144450	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13330	10	+10 파워화이트헌터숏보우	+10 화이트헌터숏보우	11	1	412	426	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	10862	108620	216680	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13331	11	+11 파워화이트헌터숏보우	+11 화이트헌터숏보우	11	1	477	494	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	16293	162930	325020	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13332	12	+12 파워화이트헌터숏보우	+12 화이트헌터숏보우	11	1	552	572	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	24440	244400	487530	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13333	13	+13 파워화이트헌터숏보우	+13 화이트헌터숏보우	11	1	640	662	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	36660	366600	731300	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13334	14	+14 파워화이트헌터숏보우	+14 화이트헌터숏보우	11	1	727	753	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	54990	549900	1096950	0	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13335	15	+15 파워화이트헌터숏보우	+15 화이트헌터숏보우	11	1	825	854	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	82485	824850	1645430	0	0	0	0	0	0	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13336	16	+16 파워화이트헌터숏보우	+16 화이트헌터숏보우	11	1	937	970	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	123728	1237280	2468150	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13337	17	+17 파워화이트헌터숏보우	+17 화이트헌터숏보우	11	1	1062	1099	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	185592	1855920	3702230	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13338	18	+18 파워화이트헌터숏보우	+18 화이트헌터숏보우	11	1	1203	1245	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	278388	2783880	5553350	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13339	19	+19 파워화이트헌터숏보우	+19 화이트헌터숏보우	11	1	1363	1410	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	417582	4175820	8330030	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13340	20	+20 파워화이트헌터숏보우	+20 화이트헌터숏보우	11	1	1544	1597	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	626373	6263730	12495050	0	0	0	0	0	0	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	wb_0039_1.mod	wb_0039_2.mod	wb_0039_3.mod	wb_0039.tga	wb_0039.tga	0	0	0
13341	0	파워레드드래곤헌터숏보우	레드드래곤헌터숏보우	11	1	143	148	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13342	1	+1 파워레드드래곤헌터숏보우	+1 레드드래곤헌터숏보우	11	1	148	153	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13343	2	+2 파워레드드래곤헌터숏보우	+2 레드드래곤헌터숏보우	11	1	152	157	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13344	3	+3 파워레드드래곤헌터숏보우	+3 레드드래곤헌터숏보우	11	1	195	201	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13345	4	+4 파워레드드래곤헌터숏보우	+4 레드드래곤헌터숏보우	11	1	212	218	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13346	5	+5 파워레드드래곤헌터숏보우	+5 레드드래곤헌터숏보우	11	1	226	232	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13347	6	+6 파워레드드래곤헌터숏보우	+6 레드드래곤헌터숏보우	11	1	281	289	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13348	7	+7 파워레드드래곤헌터숏보우	+7 레드드래곤헌터숏보우	11	1	315	324	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13349	8	+8 파워레드드래곤헌터숏보우	+8 레드드래곤헌터숏보우	11	1	372	383	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13350	9	+9 파워레드드래곤헌터숏보우	+9 레드드래곤헌터숏보우	11	1	442	454	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13351	10	+10 파워레드드래곤헌터숏보우	+10 레드드래곤헌터숏보우	11	1	519	534	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13352	11	+11 파워레드드래곤헌터숏보우	+11 레드드래곤헌터숏보우	11	1	604	621	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13353	12	+12 파워레드드래곤헌터숏보우	+12 레드드래곤헌터숏보우	11	1	699	719	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13354	13	+13 파워레드드래곤헌터숏보우	+13 레드드래곤헌터숏보우	11	1	809	831	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13355	14	+14 파워레드드래곤헌터숏보우	+14 레드드래곤헌터숏보우	11	1	920	945	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13356	15	+15 파워레드드래곤헌터숏보우	+15 레드드래곤헌터숏보우	11	1	1042	1071	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13357	16	+16 파워레드드래곤헌터숏보우	+16 레드드래곤헌터숏보우	11	1	1184	1217	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13358	17	+17 파워레드드래곤헌터숏보우	+17 레드드래곤헌터숏보우	11	1	1340	1377	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13359	18	+18 파워레드드래곤헌터숏보우	+18 레드드래곤헌터숏보우	11	1	1520	1562	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13360	19	+19 파워레드드래곤헌터숏보우	+19 레드드래곤헌터숏보우	11	1	1724	1771	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13361	20	+20 파워레드드래곤헌터숏보우	+20 레드드래곤헌터숏보우	11	1	1952	2005	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13362	0	파워레드헌터롱보우	레드헌터롱보우	12	1	100	110	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	150	1500	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0038_1.mod	wb_0038_2.mod	wb_0038_3.mod	wb_0038.tga	wb_0038.tga	0	wb_0038_1.mod	wb_0038_2.mod	wb_0038_3.mod	wb_0038.tga	wb_0038.tga	0	0	0
